antibody,binds
GC0288,Omicron BA.2/BA.5
GC0288,Wuhan-Hu-1
GC0290,Omicron BA.2/BA.5
GC0290,Wuhan-Hu-1
GC0291,Omicron BA.2/BA.5
GC0291,Wuhan-Hu-1
GC0293,Omicron BA.2/BA.5
GC0293,Wuhan-Hu-1
GC0295,Omicron BA.2/BA.5
GC0295,Wuhan-Hu-1
GC0296,Omicron BA.2/BA.5
GC0296,Wuhan-Hu-1
GC0297,Omicron BA.2/BA.5
GC0297,Wuhan-Hu-1
GC0298,Omicron BA.2/BA.5
GC0299,Omicron BA.2/BA.5
GC0299,Wuhan-Hu-1
GC0300,Omicron BA.2/BA.5
GC0301,Omicron BA.2/BA.5
GC0301,Wuhan-Hu-1
GC0302,Omicron BA.2/BA.5
GC0302,Wuhan-Hu-1
GC0303,Omicron BA.2/BA.5
GC0303,Wuhan-Hu-1
GC0304,Omicron BA.2/BA.5
GC0304,Wuhan-Hu-1
GC0305,Omicron BA.2/BA.5
GC0306,Omicron BA.2/BA.5
GC0306,Wuhan-Hu-1
GC0307,Omicron BA.2/BA.5
GC0307,Wuhan-Hu-1
GC0308,Omicron BA.2/BA.5
GC0310,Omicron BA.2/BA.5
GC0310,Wuhan-Hu-1
GC0311,Omicron BA.2/BA.5
GC0311,Wuhan-Hu-1
GC0312,Omicron BA.2/BA.5
GC0312,Wuhan-Hu-1
GC0313,Omicron BA.2/BA.5
GC0313,Wuhan-Hu-1
GC0314,Omicron BA.2/BA.5
GC0314,Wuhan-Hu-1
GC0315,Omicron BA.2/BA.5
GC0315,Wuhan-Hu-1
GC0316,Omicron BA.2/BA.5
GC0316,Wuhan-Hu-1
GC0318,Omicron BA.2/BA.5
GC0319,Omicron BA.2/BA.5
GC0319,Wuhan-Hu-1
GC0320,Omicron BA.2/BA.5
GC0320,Wuhan-Hu-1
GC0322,Omicron BA.2/BA.5
GC0322,Wuhan-Hu-1
GC0324,Omicron BA.2/BA.5
GC0324,Wuhan-Hu-1
GC0325,Omicron BA.2/BA.5
GC0326,Omicron BA.2/BA.5
GC0326,Wuhan-Hu-1
GC0329,Omicron BA.2/BA.5
GC0329,Wuhan-Hu-1
GC0330,Omicron BA.2/BA.5
GC0330,Wuhan-Hu-1
GC0332,Omicron BA.2/BA.5
GC0333,Omicron BA.2/BA.5
GC0333,Wuhan-Hu-1
GC0334,Omicron BA.2/BA.5
GC0334,Wuhan-Hu-1
GC0335,Omicron BA.2/BA.5
GC0335,Wuhan-Hu-1
GC0336,Omicron BA.2/BA.5
GC0336,Wuhan-Hu-1
GC0338,Omicron BA.2/BA.5
GC0338,Wuhan-Hu-1
GC0340,Omicron BA.2/BA.5
GC0340,Wuhan-Hu-1
GC0341,Omicron BA.2/BA.5
GC0341,Wuhan-Hu-1
GC0342,Omicron BA.2/BA.5
GC0342,Wuhan-Hu-1
GC0343,Omicron BA.2/BA.5
GC0343,Wuhan-Hu-1
GC0345,Omicron BA.2/BA.5
GC0345,Wuhan-Hu-1
GC0346,Omicron BA.2/BA.5
GC0346,Wuhan-Hu-1
GC0347,Omicron BA.2/BA.5
GC0348,Omicron BA.2/BA.5
GC0348,Wuhan-Hu-1
GC0350,Omicron BA.2/BA.5
GC0350,Wuhan-Hu-1
GC0351,Omicron BA.2/BA.5
GC0351,Wuhan-Hu-1
GC0352,Omicron BA.2/BA.5
GC0352,Wuhan-Hu-1
GC0353,Omicron BA.2/BA.5
GC0353,Wuhan-Hu-1
GC0354,Omicron BA.2/BA.5
GC0354,Wuhan-Hu-1
GC0355,Omicron BA.2/BA.5
GC0355,Wuhan-Hu-1
GC0356,Omicron BA.2/BA.5
GC0356,Wuhan-Hu-1
GC0357,Omicron BA.2/BA.5
GC0357,Wuhan-Hu-1
GC0358,Omicron BA.2/BA.5
GC0358,Wuhan-Hu-1
GC0359,Omicron BA.2/BA.5
GC0359,Wuhan-Hu-1
GC0361,Omicron BA.2/BA.5
GC0361,Wuhan-Hu-1
GC0362,Omicron BA.2/BA.5
GC0362,Wuhan-Hu-1
GC0363,Omicron BA.2/BA.5
GC0363,Wuhan-Hu-1
GC0366,Omicron BA.2/BA.5
GC0366,Wuhan-Hu-1
GC0370,Omicron BA.2/BA.5
GC0371,Omicron BA.2/BA.5
GC0371,Wuhan-Hu-1
GC0372,Omicron BA.2/BA.5
GC0372,Wuhan-Hu-1
GC0373,Omicron BA.2/BA.5
GC0373,Wuhan-Hu-1
GC0374,Omicron BA.2/BA.5
GC0374,Wuhan-Hu-1
GC0375,Omicron BA.2/BA.5
GC0375,Wuhan-Hu-1
GC0376,Omicron BA.2/BA.5
GC0376,Wuhan-Hu-1
GC0377,Omicron BA.2/BA.5
GC0377,Wuhan-Hu-1
GC0378,Omicron BA.2/BA.5
GC0378,Wuhan-Hu-1
GC0379,Omicron BA.2/BA.5
GC0379,Wuhan-Hu-1
GC0380,Omicron BA.2/BA.5
GC0380,Wuhan-Hu-1
GC0381,Omicron BA.2/BA.5
GC0383,Omicron BA.2/BA.5
GC0385,Omicron BA.2/BA.5
GC0385,Wuhan-Hu-1
GC0386,Omicron BA.2/BA.5
GC0386,Wuhan-Hu-1
GC0388,Omicron BA.2/BA.5
GC0388,Wuhan-Hu-1
GC0389,Omicron BA.2/BA.5
GC0389,Wuhan-Hu-1
GC0390,Omicron BA.2/BA.5
GC0390,Wuhan-Hu-1
GC0393,Omicron BA.2/BA.5
GC0393,Wuhan-Hu-1
GC0394,Omicron BA.2/BA.5
GC0394,Wuhan-Hu-1
GC0395,Omicron BA.2/BA.5
GC0396,Omicron BA.2/BA.5
GC0396,Wuhan-Hu-1
GC0397,Omicron BA.2/BA.5
GC0397,Wuhan-Hu-1
GC0399,Omicron BA.2/BA.5
GC0399,Wuhan-Hu-1
GC0400,Omicron BA.2/BA.5
GC0400,Wuhan-Hu-1
GC0401,Omicron BA.2/BA.5
GC0401,Wuhan-Hu-1
GC0402,Omicron BA.2/BA.5
GC0402,Wuhan-Hu-1
GC0403,Omicron BA.2/BA.5
GC0403,Wuhan-Hu-1
GC0405,Omicron BA.2/BA.5
GC0405,Wuhan-Hu-1
GC0407,Omicron BA.2/BA.5
GC0407,Wuhan-Hu-1
GC0408,Omicron BA.2/BA.5
GC0408,Wuhan-Hu-1
GC0409,Omicron BA.2/BA.5
GC0409,Wuhan-Hu-1
GC0410,Omicron BA.2/BA.5
GC0410,Wuhan-Hu-1
GC0412,Omicron BA.2/BA.5
GC0412,Wuhan-Hu-1
GC0413,Omicron BA.2/BA.5
GC0414,Omicron BA.2/BA.5
GC0415,Omicron BA.2/BA.5
GC0416,Omicron BA.2/BA.5
GC0417,Omicron BA.2/BA.5
GC0418,Omicron BA.2/BA.5
GC0419,Omicron BA.2/BA.5
GC0420,Omicron BA.2/BA.5
GC0420,Wuhan-Hu-1
GC0421,Omicron BA.2/BA.5
GC0421,Wuhan-Hu-1
GC0422,Omicron BA.2/BA.5
GC0423,Omicron BA.2/BA.5
GC0424,Omicron BA.2/BA.5
GC0425,Omicron BA.2/BA.5
GC0426,Omicron BA.2/BA.5
GC0427,Omicron BA.2/BA.5
GC0428,Omicron BA.2/BA.5
GC0429,Omicron BA.2/BA.5
GC0430,Omicron BA.2/BA.5
GC0431,Omicron BA.2/BA.5
GC0432,Omicron BA.2/BA.5
GC0434,Omicron BA.2/BA.5
GC0435,Omicron BA.2/BA.5
GC0437,Omicron BA.2/BA.5
GC0438,Omicron BA.2/BA.5
GC0439,Omicron BA.2/BA.5
GC0440,Omicron BA.2/BA.5
GC0441,Omicron BA.2/BA.5
GC0442,Omicron BA.2/BA.5
GC0443,Omicron BA.2/BA.5
GC0444,Omicron BA.2/BA.5
GC0445,Omicron BA.2/BA.5
GC0447,Omicron BA.2/BA.5
GC0448,Omicron BA.2/BA.5
GC0449,Omicron BA.2/BA.5
GC0450,Omicron BA.2/BA.5
GC0451,Omicron BA.2/BA.5
GC0452,Omicron BA.2/BA.5
GC0453,Omicron BA.2/BA.5
GC0454,Omicron BA.2/BA.5
GC0455,Omicron BA.2/BA.5
GC0456,Omicron BA.2/BA.5
GC0457,Omicron BA.2/BA.5
GC0458,Omicron BA.2/BA.5
GC0459,Omicron BA.2/BA.5
GC0460,Omicron BA.2/BA.5
GC0461,Omicron BA.2/BA.5
GC0463,Omicron BA.2/BA.5
GC0464,Omicron BA.2/BA.5
GC0465,Omicron BA.2/BA.5
GC0466,Omicron BA.2/BA.5
GC0467,Omicron BA.2/BA.5
GC0468,Omicron BA.2/BA.5
GC0468,Wuhan-Hu-1
GC0471,Omicron BA.2/BA.5
GC0472,Omicron BA.2/BA.5
GC0474,Omicron BA.2/BA.5
GC0475,Omicron BA.2/BA.5
GC0478,Omicron BA.2/BA.5
GC0479,Omicron BA.2/BA.5
GC0480,Omicron BA.2/BA.5
GC0483,Omicron BA.2/BA.5
GC0484,Omicron BA.2/BA.5
GC0486,Omicron BA.2/BA.5
GC0490,Omicron BA.2/BA.5
GC0491,Omicron BA.2/BA.5
GC0494,Omicron BA.2/BA.5
GC0494,Wuhan-Hu-1
GC0495,Omicron BA.2/BA.5
GC0495,Wuhan-Hu-1
GC0498,Omicron BA.2/BA.5
GC0498,Wuhan-Hu-1
GC0499,Omicron BA.2/BA.5
GC0499,Wuhan-Hu-1
GC0500,Omicron BA.2/BA.5
GC0500,Wuhan-Hu-1
GC0502,Omicron BA.2/BA.5
GC0502,Wuhan-Hu-1
GC0504,Omicron BA.2/BA.5
GC0504,Wuhan-Hu-1
GC0505,Omicron BA.2/BA.5
GC0505,Wuhan-Hu-1
GC0506,Omicron BA.2/BA.5
GC0506,Wuhan-Hu-1
GC0507,Omicron BA.2/BA.5
GC0507,Wuhan-Hu-1
GC0508,Omicron BA.2/BA.5
GC0508,Wuhan-Hu-1
GC0511,Omicron BA.2/BA.5
GC0511,Wuhan-Hu-1
GC0512,Omicron BA.2/BA.5
GC0512,Wuhan-Hu-1
GC0516,Omicron BA.2/BA.5
GC0516,Wuhan-Hu-1
GC0517,Omicron BA.2/BA.5
GC0517,Wuhan-Hu-1
GC0519,Omicron BA.2/BA.5
GC0519,Wuhan-Hu-1
GC0521,Omicron BA.2/BA.5
GC0521,Wuhan-Hu-1
GC0523,Omicron BA.2/BA.5
GC0523,Wuhan-Hu-1
GC0529,Omicron BA.2/BA.5
GC0529,Wuhan-Hu-1
GC0532,Omicron BA.2/BA.5
GC0533,Omicron BA.2/BA.5
GC0533,Wuhan-Hu-1
GC0538,Omicron BA.2/BA.5
GC0538,Wuhan-Hu-1
GC0539,Omicron BA.2/BA.5
GC0539,Wuhan-Hu-1
GC0540,Omicron BA.2/BA.5
GC0540,Wuhan-Hu-1
GC0541,Omicron BA.2/BA.5
GC0541,Wuhan-Hu-1
GC0542,Omicron BA.2/BA.5
GC0542,Wuhan-Hu-1
GC0543,Omicron BA.2/BA.5
GC0543,Wuhan-Hu-1
GC0547,Omicron BA.2/BA.5
GC0547,Wuhan-Hu-1
GC0548,Omicron BA.2/BA.5
GC0548,Wuhan-Hu-1
GC0551,Omicron BA.2/BA.5
GC0552,Omicron BA.2/BA.5
GC0552,Wuhan-Hu-1
GC0553,Omicron BA.2/BA.5
GC0553,Wuhan-Hu-1
GC0554,Omicron BA.2/BA.5
GC0554,Wuhan-Hu-1
GC0555,Omicron BA.2/BA.5
GC0555,Wuhan-Hu-1
GC0556,Omicron BA.2/BA.5
GC0556,Wuhan-Hu-1
GC0557,Omicron BA.2/BA.5
GC0557,Wuhan-Hu-1
GC0558,Omicron BA.2/BA.5
GC0558,Wuhan-Hu-1
GC0562,Omicron BA.2/BA.5
GC0562,Wuhan-Hu-1
GC0563,Omicron BA.2/BA.5
GC0563,Wuhan-Hu-1
GC0564,Omicron BA.2/BA.5
GC0565,Omicron BA.2/BA.5
GC0567,Omicron BA.2/BA.5
GC0572,Omicron BA.2/BA.5
GC0572,Wuhan-Hu-1
GC0573,Omicron BA.2/BA.5
GC0573,Wuhan-Hu-1
GC0575,Omicron BA.2/BA.5
GC0576,Omicron BA.2/BA.5
GC0576,Wuhan-Hu-1
GC0577,Omicron BA.2/BA.5
GC0577,Wuhan-Hu-1
GC0578,Omicron BA.2/BA.5
GC0578,Wuhan-Hu-1
GC0580,Omicron BA.2/BA.5
GC0580,Wuhan-Hu-1
GC0581,Omicron BA.2/BA.5
GC0581,Wuhan-Hu-1
GC0583,Omicron BA.2/BA.5
GC0585,Omicron BA.2/BA.5
GC0585,Wuhan-Hu-1
GC0586,Omicron BA.2/BA.5
GC0587,Omicron BA.2/BA.5
GC0587,Wuhan-Hu-1
GC0590,Omicron BA.2/BA.5
GC0591,Omicron BA.2/BA.5
GC0591,Wuhan-Hu-1
GC0593,Omicron BA.2/BA.5
GC0593,Wuhan-Hu-1
GC0594,Omicron BA.2/BA.5
GC0594,Wuhan-Hu-1
GC0597,Omicron BA.2/BA.5
GC0597,Wuhan-Hu-1
GC0606,Omicron BA.2/BA.5
GC0606,Wuhan-Hu-1
GC0608,Omicron BA.2/BA.5
GC0609,Omicron BA.2/BA.5
GC0609,Wuhan-Hu-1
GC0610,Omicron BA.2/BA.5
GC0610,Wuhan-Hu-1
GC0611,Omicron BA.2/BA.5
GC0611,Wuhan-Hu-1
GC0613,Omicron BA.2/BA.5
GC0618,Omicron BA.2/BA.5
GC0618,Wuhan-Hu-1
GC0623,Omicron BA.2/BA.5
GC0623,Wuhan-Hu-1
GC0624,Omicron BA.2/BA.5
GC0628,Omicron BA.2/BA.5
GC0628,Wuhan-Hu-1
GC0629,Omicron BA.2/BA.5
GC0640,Omicron BA.2/BA.5
GC0640,Wuhan-Hu-1
GC0645,Omicron BA.2/BA.5
GC0646,Omicron BA.2/BA.5
GC0647,Omicron BA.2/BA.5
GC0658,Omicron BA.2/BA.5
GC0660,Omicron BA.2/BA.5
GC0664,Omicron BA.2/BA.5
GC0669,Omicron BA.2/BA.5
GC0669,Wuhan-Hu-1
GC0679,Omicron BA.2/BA.5
GC0684,Omicron BA.2/BA.5
GC0684,Wuhan-Hu-1
GC0685,Omicron BA.2/BA.5
GC0685,Wuhan-Hu-1
GC0687,Omicron BA.2/BA.5
GC0687,Wuhan-Hu-1
GC0689,Omicron BA.2/BA.5
GC0690,Omicron BA.2/BA.5
GC0691,Omicron BA.2/BA.5
GC0693,Omicron BA.2/BA.5
GC0695,Omicron BA.2/BA.5
GC0695,Wuhan-Hu-1
GC0700,Omicron BA.2/BA.5
GC0700,Wuhan-Hu-1
GC0702,Omicron BA.2/BA.5
GC0702,Wuhan-Hu-1
GC0704,Omicron BA.2/BA.5
GC0704,Wuhan-Hu-1
GC0706,Omicron BA.2/BA.5
GC0706,Wuhan-Hu-1
GC0721,Omicron BA.2/BA.5
GC0723,Omicron BA.2/BA.5
GC0724,Omicron BA.2/BA.5
GC0728,Omicron BA.2/BA.5
GC0741,Omicron BA.2/BA.5
GC0741,Wuhan-Hu-1
GC0742,Omicron BA.2/BA.5
GC0743,Omicron BA.2/BA.5
GC0744,Omicron BA.2/BA.5
GC0745,Omicron BA.2/BA.5
GC0746,Omicron BA.2/BA.5
GC0747,Omicron BA.2/BA.5
GC0748,Omicron BA.2/BA.5
GC0749,Omicron BA.2/BA.5
GC0749,Wuhan-Hu-1
GC0750,Omicron BA.2/BA.5
GC0751,Omicron BA.2/BA.5
GC0754,Omicron BA.2/BA.5
GC0758,Omicron BA.2/BA.5
GC0758,Wuhan-Hu-1
GC0762,Omicron BA.2/BA.5
GC0762,Wuhan-Hu-1
GC0763,Omicron BA.2/BA.5
GC0766,Omicron BA.2/BA.5
GC0766,Wuhan-Hu-1
GC0772,Omicron BA.2/BA.5
GC0772,Wuhan-Hu-1
GC0777,Omicron BA.2/BA.5
GC0777,Wuhan-Hu-1
GC0784,Omicron BA.2/BA.5
GC0784,Wuhan-Hu-1
GC0785,Omicron BA.2/BA.5
GC0785,Wuhan-Hu-1
GC0787,Omicron BA.2/BA.5
GC0791,Omicron BA.2/BA.5
GC0791,Wuhan-Hu-1
GC0792,Omicron BA.2/BA.5
GC0792,Wuhan-Hu-1
GC0793,Omicron BA.2/BA.5
GC0793,Wuhan-Hu-1
GC0796,Omicron BA.2/BA.5
GC0799,Omicron BA.2/BA.5
GC0799,Wuhan-Hu-1
GC0800,Omicron BA.2/BA.5
GC0800,Wuhan-Hu-1
GC0801,Omicron BA.2/BA.5
GC0801,Wuhan-Hu-1
GC0802,Omicron BA.2/BA.5
GC0802,Wuhan-Hu-1
GC0803,Omicron BA.2/BA.5
GC0803,Wuhan-Hu-1
GC0805,Omicron BA.2/BA.5
GC0808,Omicron BA.2/BA.5
GC0808,Wuhan-Hu-1
GC0812,Omicron BA.2/BA.5
GC0815,Omicron BA.2/BA.5
GC0820,Omicron BA.2/BA.5
GC0820,Wuhan-Hu-1
GC0822,Omicron BA.2/BA.5
GC0829,Omicron BA.2/BA.5
GC0830,Omicron BA.2/BA.5
GC0832,Omicron BA.2/BA.5
GC0832,Wuhan-Hu-1
GC0839,Omicron BA.2/BA.5
GC0839,Wuhan-Hu-1
GC0841,Omicron BA.2/BA.5
GC0841,Wuhan-Hu-1
GC0842,Omicron BA.2/BA.5
GC0850,Omicron BA.2/BA.5
GC0850,Wuhan-Hu-1
GC0852,Omicron BA.2/BA.5
GC0858,Omicron BA.2/BA.5
GC0858,Wuhan-Hu-1
GC0860,Omicron BA.2/BA.5
GC0860,Wuhan-Hu-1
GC0861,Omicron BA.2/BA.5
GC0861,Wuhan-Hu-1
GC0874,Omicron BA.2/BA.5
GC0874,Wuhan-Hu-1
GC0875,Omicron BA.2/BA.5
GC0875,Wuhan-Hu-1
GC0876,Omicron BA.2/BA.5
GC0876,Wuhan-Hu-1
GC0877,Omicron BA.2/BA.5
GC0877,Wuhan-Hu-1
GC0878,Omicron BA.2/BA.5
GC0878,Wuhan-Hu-1
GC0881,Omicron BA.2/BA.5
GC0881,Wuhan-Hu-1
GC0968,Omicron BA.2/BA.5
GC0968,Wuhan-Hu-1
GC0979,Omicron BA.2/BA.5
GC1035,Omicron BA.2/BA.5
GC1061,Omicron BA.2/BA.5
GC1061,Wuhan-Hu-1
GC1090,Omicron BA.2/BA.5
GC1111,Omicron BA.2/BA.5
GC1128,Omicron BA.2/BA.5
GC1128,Wuhan-Hu-1
GC1131,Omicron BA.2/BA.5
GC1132,Omicron BA.2/BA.5
GC1134,Omicron BA.2/BA.5
GC1135,Omicron BA.2/BA.5
GC1136,Omicron BA.2/BA.5
GC1137,Omicron BA.2/BA.5
GC1138,Omicron BA.2/BA.5
GC1139,Omicron BA.2/BA.5
GC1140,Omicron BA.2/BA.5
GC1141,Omicron BA.2/BA.5
GC1142,Omicron BA.2/BA.5
GC1142,Wuhan-Hu-1
GC1143,Omicron BA.2/BA.5
GC1145,Omicron BA.2/BA.5
GC1146,Omicron BA.2/BA.5
GC1149,Omicron BA.2/BA.5
GC1150,Omicron BA.2/BA.5
GC1151,Omicron BA.2/BA.5
GC1151,Wuhan-Hu-1
GC1152,Omicron BA.2/BA.5
GC1153,Omicron BA.2/BA.5
GC1154,Omicron BA.2/BA.5
GC1154,Wuhan-Hu-1
GC1155,Omicron BA.2/BA.5
GC1155,Wuhan-Hu-1
GC1156,Omicron BA.2/BA.5
GC1156,Wuhan-Hu-1
GC1157,Omicron BA.2/BA.5
GC1157,Wuhan-Hu-1
GC1158,Omicron BA.2/BA.5
GC1158,Wuhan-Hu-1
GC1159,Omicron BA.2/BA.5
GC1159,Wuhan-Hu-1
GC1161,Omicron BA.2/BA.5
GC1161,Wuhan-Hu-1
GC1162,Omicron BA.2/BA.5
GC1162,Wuhan-Hu-1
GC1163,Omicron BA.2/BA.5
GC1163,Wuhan-Hu-1
GC1165,Omicron BA.2/BA.5
GC1165,Wuhan-Hu-1
GC1166,Omicron BA.2/BA.5
GC1166,Wuhan-Hu-1
GC1167,Omicron BA.2/BA.5
GC1167,Wuhan-Hu-1
GC1169,Omicron BA.2/BA.5
GC1169,Wuhan-Hu-1
GC1171,Omicron BA.2/BA.5
GC1171,Wuhan-Hu-1
GC1172,Omicron BA.2/BA.5
GC1172,Wuhan-Hu-1
GC1173,Omicron BA.2/BA.5
GC1173,Wuhan-Hu-1
GC1174,Omicron BA.2/BA.5
GC1174,Wuhan-Hu-1
GC1175,Omicron BA.2/BA.5
GC1175,Wuhan-Hu-1
GC1176,Omicron BA.2/BA.5
GC1176,Wuhan-Hu-1
GC1177,Omicron BA.2/BA.5
GC1177,Wuhan-Hu-1
GC1178,Omicron BA.2/BA.5
GC1178,Wuhan-Hu-1
GC1179,Omicron BA.2/BA.5
GC1179,Wuhan-Hu-1
GC1180,Omicron BA.2/BA.5
GC1180,Wuhan-Hu-1
GC1181,Omicron BA.2/BA.5
GC1181,Wuhan-Hu-1
GC1182,Omicron BA.2/BA.5
GC1182,Wuhan-Hu-1
GC1183,Omicron BA.2/BA.5
GC1183,Wuhan-Hu-1
GC1184,Omicron BA.2/BA.5
GC1184,Wuhan-Hu-1
GC1186,Omicron BA.2/BA.5
GC1186,Wuhan-Hu-1
GC1187,Omicron BA.2/BA.5
GC1187,Wuhan-Hu-1
GC1188,Omicron BA.2/BA.5
GC1188,Wuhan-Hu-1
GC1189,Omicron BA.2/BA.5
GC1189,Wuhan-Hu-1
GC1190,Omicron BA.2/BA.5
GC1190,Wuhan-Hu-1
GC1191,Omicron BA.2/BA.5
GC1191,Wuhan-Hu-1
GC1192,Omicron BA.2/BA.5
GC1192,Wuhan-Hu-1
GC1193,Omicron BA.2/BA.5
GC1193,Wuhan-Hu-1
GC1194,Omicron BA.2/BA.5
GC1194,Wuhan-Hu-1
GC1196,Omicron BA.2/BA.5
GC1196,Wuhan-Hu-1
GC1197,Omicron BA.2/BA.5
GC1197,Wuhan-Hu-1
GC1198,Omicron BA.2/BA.5
GC1198,Wuhan-Hu-1
GC1199,Omicron BA.2/BA.5
GC1199,Wuhan-Hu-1
GC1200,Omicron BA.2/BA.5
GC1200,Wuhan-Hu-1
GC1201,Omicron BA.2/BA.5
GC1201,Wuhan-Hu-1
GC1202,Omicron BA.2/BA.5
GC1202,Wuhan-Hu-1
GC1203,Omicron BA.2/BA.5
GC1203,Wuhan-Hu-1
GC1205,Omicron BA.2/BA.5
GC1205,Wuhan-Hu-1
GC1206,Omicron BA.2/BA.5
GC1206,Wuhan-Hu-1
GC1207,Omicron BA.2/BA.5
GC1207,Wuhan-Hu-1
GC1208,Omicron BA.2/BA.5
GC1209,Omicron BA.2/BA.5
GC1209,Wuhan-Hu-1
GC1210,Omicron BA.2/BA.5
GC1210,Wuhan-Hu-1
GC1211,Omicron BA.2/BA.5
GC1211,Wuhan-Hu-1
GC1212,Omicron BA.2/BA.5
GC1212,Wuhan-Hu-1
GC1213,Omicron BA.2/BA.5
GC1213,Wuhan-Hu-1
GC1214,Omicron BA.2/BA.5
GC1214,Wuhan-Hu-1
GC1215,Omicron BA.2/BA.5
GC1215,Wuhan-Hu-1
GC1216,Omicron BA.2/BA.5
GC1216,Wuhan-Hu-1
GC1217,Omicron BA.2/BA.5
GC1217,Wuhan-Hu-1
GC1219,Omicron BA.2/BA.5
GC1219,Wuhan-Hu-1
GC1220,Omicron BA.2/BA.5
GC1220,Wuhan-Hu-1
GC1222,Omicron BA.2/BA.5
GC1222,Wuhan-Hu-1
GC1223,Omicron BA.2/BA.5
GC1223,Wuhan-Hu-1
GC1224,Omicron BA.2/BA.5
GC1224,Wuhan-Hu-1
GC1226,Omicron BA.2/BA.5
GC1226,Wuhan-Hu-1
GC1227,Omicron BA.2/BA.5
GC1227,Wuhan-Hu-1
GC1228,Omicron BA.2/BA.5
GC1228,Wuhan-Hu-1
GC1229,Omicron BA.2/BA.5
GC1229,Wuhan-Hu-1
GC1230,Omicron BA.2/BA.5
GC1230,Wuhan-Hu-1
GC1231,Omicron BA.2/BA.5
GC1231,Wuhan-Hu-1
GC1233,Omicron BA.2/BA.5
GC1233,Wuhan-Hu-1
GC1234,Omicron BA.2/BA.5
GC1234,Wuhan-Hu-1
GC1236,Omicron BA.2/BA.5
GC1236,Wuhan-Hu-1
GC1237,Omicron BA.2/BA.5
GC1237,Wuhan-Hu-1
GC1238,Omicron BA.2/BA.5
GC1238,Wuhan-Hu-1
GC1240,Omicron BA.2/BA.5
GC1240,Wuhan-Hu-1
GC1241,Omicron BA.2/BA.5
GC1241,Wuhan-Hu-1
GC1242,Omicron BA.2/BA.5
GC1242,Wuhan-Hu-1
GC1244,Omicron BA.2/BA.5
GC1244,Wuhan-Hu-1
GC1245,Omicron BA.2/BA.5
GC1245,Wuhan-Hu-1
GC1246,Omicron BA.2/BA.5
GC1246,Wuhan-Hu-1
GC1247,Omicron BA.2/BA.5
GC1247,Wuhan-Hu-1
GC1248,Omicron BA.2/BA.5
GC1248,Wuhan-Hu-1
GC1249,Omicron BA.2/BA.5
GC1249,Wuhan-Hu-1
GC1250,Omicron BA.2/BA.5
GC1250,Wuhan-Hu-1
GC1251,Omicron BA.2/BA.5
GC1251,Wuhan-Hu-1
GC1252,Omicron BA.2/BA.5
GC1252,Wuhan-Hu-1
GC1253,Omicron BA.2/BA.5
GC1253,Wuhan-Hu-1
GC1254,Omicron BA.2/BA.5
GC1254,Wuhan-Hu-1
GC1255,Omicron BA.2/BA.5
GC1255,Wuhan-Hu-1
GC1256,Omicron BA.2/BA.5
GC1256,Wuhan-Hu-1
GC1257,Omicron BA.2/BA.5
GC1257,Wuhan-Hu-1
GC1258,Omicron BA.2/BA.5
GC1258,Wuhan-Hu-1
GC1259,Omicron BA.2/BA.5
GC1259,Wuhan-Hu-1
GC1260,Omicron BA.2/BA.5
GC1260,Wuhan-Hu-1
GC1262,Omicron BA.2/BA.5
GC1262,Wuhan-Hu-1
GC1264,Omicron BA.2/BA.5
GC1264,Wuhan-Hu-1
GC1266,Omicron BA.2/BA.5
GC1266,Wuhan-Hu-1
GC1267,Omicron BA.2/BA.5
GC1267,Wuhan-Hu-1
GC1269,Omicron BA.2/BA.5
GC1269,Wuhan-Hu-1
GC1270,Omicron BA.2/BA.5
GC1270,Wuhan-Hu-1
GC1271,Omicron BA.2/BA.5
GC1271,Wuhan-Hu-1
GC1275,Omicron BA.2/BA.5
GC1275,Wuhan-Hu-1
GC1276,Omicron BA.2/BA.5
GC1276,Wuhan-Hu-1
GC1277,Omicron BA.2/BA.5
GC1277,Wuhan-Hu-1
GC1278,Omicron BA.2/BA.5
GC1278,Wuhan-Hu-1
GC1279,Omicron BA.2/BA.5
GC1279,Wuhan-Hu-1
GC1280,Omicron BA.2/BA.5
GC1280,Wuhan-Hu-1
GC1281,Omicron BA.2/BA.5
GC1281,Wuhan-Hu-1
GC1282,Omicron BA.2/BA.5
GC1282,Wuhan-Hu-1
GC1284,Omicron BA.2/BA.5
GC1284,Wuhan-Hu-1
GC1285,Omicron BA.2/BA.5
GC1285,Wuhan-Hu-1
GC1286,Omicron BA.2/BA.5
GC1286,Wuhan-Hu-1
GC1287,Omicron BA.2/BA.5
GC1287,Wuhan-Hu-1
GC1288,Omicron BA.2/BA.5
GC1288,Wuhan-Hu-1
GC1291,Omicron BA.2/BA.5
GC1291,Wuhan-Hu-1
GC1292,Omicron BA.2/BA.5
GC1292,Wuhan-Hu-1
GC1293,Omicron BA.2/BA.5
GC1293,Wuhan-Hu-1
GC1294,Omicron BA.2/BA.5
GC1294,Wuhan-Hu-1
GC1295,Omicron BA.2/BA.5
GC1295,Wuhan-Hu-1
GC1296,Omicron BA.2/BA.5
GC1296,Wuhan-Hu-1
GC1297,Omicron BA.2/BA.5
GC1297,Wuhan-Hu-1
GC1298,Omicron BA.2/BA.5
GC1298,Wuhan-Hu-1
GC1299,Omicron BA.2/BA.5
GC1299,Wuhan-Hu-1
GC1300,Omicron BA.2/BA.5
